parcel_id,scenario,cliff_scenario,retreat_year,T_flood,T_cliff,initial_cliff_dist,cliff_exposure_status,retreat_trigger,timing_category,mc_enabled,mc_n_sims,mc_mean_year,mc_median_year,mc_sd_year,mc_q05_year,mc_q25_year,mc_q75_year,mc_q95_year,mc_range_years,parameter_set,rental_yield,discount_rate,damage_threshold,ADDRESS,PRICE,strval,landval,elevation,LATITUDE,LONGITUDE,rent,npv_rent_to_tstar,buyout_price_uncapped,buyout_price,buyout_capped,buyout_market_100pct,buyout_savings_pct,buyout_savings_dollars,gov_rent_collected,gov_land_recovered,gov_net_cost,gov_outcome
15,Intermediate_High,LetItGo,52,81,52,15.399011212267828,within_retreat_threshold,cliff_erosion_ongoing,late,FALSE,0,52,52,0,52,52,52,52,0,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,6525 Del Playa Dr,2373500,1362389,1011111,15.77,34.4089332,-119.854919,118675,4327801.0907687945,5338912.0907687945,2373500,TRUE,2373500,0,0,4327801.0907687945,1011111,-2965412.0907687945,profit
16,Intermediate_High,LetItGo,81,81,81,24.82136087522993,within_retreat_threshold,no_retreat_needed,no_retreat,FALSE,0,81,81,0,81,81,81,81,0,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,6517 Del Playa Dr,1746722,1002618.4280000001,744103.5719999999,16.31,34.408951,-119.8545574,87336.1,NA,NA,NA,NA,NA,NA,NA,NA,744103.5719999999,NA,NA
17,Intermediate_High,LetItGo,66,81,66,18.009852763624362,within_retreat_threshold,cliff_erosion_ongoing,late,FALSE,0,66,66,0,66,66,66,66,0,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,6515 Del Playa Dr,1742964,1000461.336,742502.664,16.28,34.4088722,-119.854475,87148.20000000001,3689661.8578357273,4432164.521835728,1742964,TRUE,1742964,0,0,3689661.8578357273,742502.664,-2689200.521835727,profit
18,Intermediate_High,LetItGo,75,81,75,19.520708391059312,within_retreat_threshold,cliff_erosion_ongoing,late,FALSE,0,75,75,0,75,75,75,75,0,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,6513 Del Playa Dr,1860913,1068164.062,792748.938,16.34,34.4088681,-119.8543878,93045.65000000001,4234900.588219139,5027649.526219139,1860913,TRUE,1860913,0,0,4234900.588219139,792748.938,-3166736.526219139,profit
19,Intermediate_High,LetItGo,34,81,34,12.91164170284407,within_retreat_threshold,cliff_erosion_ongoing,mid_term,FALSE,0,34,34,0,34,34,34,34,0,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,6551 Del Playa Dr,2160000,1239840,920160,13.68,34.4092064,-119.8563741,108000,2902927.077528297,3823087.077528297,2160000,TRUE,2160000,0,0,2902927.077528297,920160,-1663087.077528297,profit
20,Intermediate_High,LetItGo,1,81,1,9.35518769552196,immediate_hazard,cliff_immediate_safety,immediate,FALSE,0,1,1,0,1,1,1,1,0,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,6553 Del Playa Dr,1025000,588350,436650,13.85,34.4091905,-119.856455,51250,51250,487900,487900,FALSE,1025000,52.400000000000006,537100,51250,436650,0,break_even
21,Intermediate_High,LetItGo,1,81,1,5.942582042202202,immediate_hazard,cliff_immediate_safety,immediate,FALSE,0,1,1,0,1,1,1,1,0,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,6563 Del Playa Dr,930731,534239.594,396491.406,14.77,34.409129,-119.857067,46536.55,46536.55,443027.956,443027.956,FALSE,930731,52.400000000000006,487703.044,46536.55,396491.406,0,break_even
22,Intermediate_High,LetItGo,1,81,1,5.269315090298871,immediate_hazard,cliff_immediate_safety,immediate,FALSE,0,1,1,0,1,1,1,1,0,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,6567 Del Playa Dr,2131710,1223601.54,908108.46,15.3,34.409149,-119.857234,106585.5,106585.5,1014693.96,1014693.96,FALSE,2131710,52.400000000000006,1117016.04,106585.5,908108.46,0,break_even
23,Intermediate_High,LetItGo,33,81,33,12.905084114443609,within_retreat_threshold,cliff_erosion_ongoing,mid_term,FALSE,0,33,33,0,33,33,33,33,0,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,6569 Del Playa Dr,2227123,1278368.602,948754.3979999999,14.92,34.4093175,-119.857281,111356.15000000001,2925007.441366362,3873761.839366362,2227123,TRUE,2227123,0,0,2925007.441366362,948754.3979999999,-1646638.839366362,profit
24,Intermediate_High,LetItGo,1,81,1,4.476292977583279,immediate_hazard,cliff_immediate_safety,immediate,FALSE,0,1,1,0,1,1,1,1,0,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,6571 Del Playa Dr,1350000,774900,575100,15.62,34.409171,-119.857412,67500,67500,642600,642600,FALSE,1350000,52.400000000000006,707400,67500,575100,0,break_even
25,Intermediate_High,LetItGo,33,81,33,12.938071890466729,within_retreat_threshold,cliff_erosion_ongoing,mid_term,FALSE,0,33,33,0,33,33,33,33,0,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,6581 Del Playa Dr,1355540,729178.3834820775,626361.6165179225,14.62,34.4093587,-119.8578364,67777,1780307.862237406,2406669.4787553283,1355540,TRUE,1355540,0,0,1780307.862237406,626361.6165179225,-1051129.4787553283,profit
26,Intermediate_High,LetItGo,42,81,42,17.108857866280935,within_retreat_threshold,cliff_erosion_ongoing,mid_term,FALSE,0,42,42,0,42,42,42,42,0,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,6583 Del Playa,2006072,1151485.328,854586.672,14.52,34.4093978,-119.8579026,100303.6,3155447.0197255686,4010033.691725569,2006072,TRUE,2006072,0,0,3155447.0197255686,854586.672,-2003961.6917255686,profit
27,Intermediate_High,LetItGo,50,81,50,21.258722807498945,within_retreat_threshold,cliff_erosion_ongoing,mid_term,FALSE,0,50,50,0,50,50,50,50,0,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,6585 Del Playa Dr,2053162,1178514.988,874647.012,14.43,34.4094368,-119.8579727,102658.1,3646896.5003982154,4521543.512398215,2053162,TRUE,2053162,0,0,3646896.5003982154,874647.012,-2468381.5123982155,profit
28,Intermediate_High,LetItGo,1,81,1,5.451812313301623,immediate_hazard,cliff_immediate_safety,immediate,FALSE,0,1,1,0,1,1,1,1,0,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,6597 Del Playa Dr,1537500,882525,654975,14.41,34.4093047,-119.8584297,76875,76875,731850,731850,FALSE,1537500,52.400000000000006,805650,76875,654975,0,break_even
29,Intermediate_High,LetItGo,55,81,55,24.471321866277005,within_retreat_threshold,cliff_erosion_ongoing,late,FALSE,0,55,55,0,55,55,55,55,0,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,6599 Del Playa Dr,2313923,1328191.8020000001,985731.198,14.37,34.4094806,-119.8586259,115696.15000000001,4376847.693369542,5362578.891369542,2313923,TRUE,2313923,0,0,4376847.693369542,985731.198,-3048655.891369542,profit
30,Intermediate_High,LetItGo,39,81,39,15.827527259112982,within_retreat_threshold,cliff_erosion_ongoing,mid_term,FALSE,0,39,39,0,39,39,39,39,0,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,6607 Del Playa Dr,2202360,1264154.6400000001,938205.36,14.18,34.4094266,-119.8590954,110118,3282072.674893595,4220278.034893595,2202360,TRUE,2202360,0,0,3282072.674893595,938205.36,-2017918.0348935947,profit
31,Intermediate_High,LetItGo,1,81,1,2.4085183512379844,immediate_hazard,cliff_immediate_safety,immediate,FALSE,0,1,1,0,1,1,1,1,0,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,6637 Del Playa Dr,1750000,1004500,745500,14.45,34.409367,-119.860061,87500,87500,833000,833000,FALSE,1750000,52.400000000000006,917000,87500,745500,0,break_even
32,Intermediate_High,LetItGo,50,81,50,20.4235630481675,within_retreat_threshold,cliff_erosion_ongoing,mid_term,FALSE,0,50,50,0,50,50,50,50,0,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,6641 Del Playa Dr,1200000,645509.5830285297,554490.4169714703,14.05,34.4095316,-119.8602419,60000,2131481.003680108,2685971.4206515783,1200000,TRUE,1200000,0,0,2131481.003680108,554490.4169714703,-1485971.4206515783,profit
33,Intermediate_High,LetItGo,47,81,47,18.79630699250489,within_retreat_threshold,cliff_erosion_ongoing,mid_term,FALSE,0,47,47,0,47,47,47,47,0,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,6643 Del Playa Dr,1525000,875350,649650,14.02,34.409518,-119.8603273,76250,2596807.3495013877,3246457.3495013877,1525000,TRUE,1525000,0,0,2596807.3495013877,649650,-1721457.3495013877,profit
34,Intermediate_High,LetItGo,1,81,1,4.558170300226076,immediate_hazard,cliff_immediate_safety,immediate,FALSE,0,1,1,0,1,1,1,1,0,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,6647 Del Playa Dr,2595425,1489773.95,1105651.05,13.85,34.4093939,-119.8606651,129771.25,129771.25,1235422.3,1235422.3,FALSE,2595425,52.400000000000006,1360002.7,129771.25,1105651.05,0,break_even
35,Intermediate_High,LetItGo,35,81,35,13.505663179666488,within_retreat_threshold,cliff_erosion_ongoing,mid_term,FALSE,0,35,35,0,35,35,35,35,0,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,6665 Del Playa,1925919,1105477.506,820441.494,13.35,34.4095327,-119.8614173,96295.95000000001,2646379.15298587,3466820.64698587,1925919,TRUE,1925919,0,0,2646379.15298587,820441.494,-1540901.6469858699,profit
36,Intermediate_High,LetItGo,41,81,41,19.147763974162455,within_retreat_threshold,cliff_erosion_ongoing,mid_term,FALSE,0,41,41,0,41,41,41,41,0,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,6707 Del Playa Dr,1430966,821374.484,609591.516,8.24,34.4096071,-119.862909,71548.3,2211976.1674218485,2821567.6834218483,1430966,TRUE,1430966,0,0,2211976.1674218485,609591.516,-1390601.6834218483,profit
37,Intermediate_High,LetItGo,34,81,34,14.222151872244996,within_retreat_threshold,cliff_erosion_ongoing,mid_term,FALSE,0,34,34,0,34,34,34,34,0,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,6705 Del Playa Dr,1129436,648296.264,481139.736,8.15,34.4095721,-119.8628186,56471.8,1517902.9383033563,1999042.6743033563,1129436,TRUE,1129436,0,0,1517902.9383033563,481139.736,-869606.6743033563,profit
38,Intermediate_High,LetItGo,33,81,33,13.63254738103031,within_retreat_threshold,cliff_erosion_ongoing,mid_term,FALSE,0,33,33,0,33,33,33,33,0,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,6701 Del Playa Dr,1759545,1009978.8300000001,749566.1699999999,8.21,34.4095765,-119.8627282,87977.25,2310910.6315273,3060476.8015273,1759545,TRUE,1759545,0,0,2310910.6315273,749566.1699999999,-1300931.8015273,profit
39,Intermediate_High,LetItGo,39,81,39,17.925692133300036,within_retreat_threshold,cliff_erosion_ongoing,mid_term,FALSE,0,39,39,0,39,39,39,39,0,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,6709 Del Playa Dr Unit A,1447825,831051.55,616773.45,8.16,34.4095792,-119.8630646,72391.25,2157624.9434823636,2774398.393482364,1447825,TRUE,1447825,0,0,2157624.9434823636,616773.45,-1326573.3934823635,profit
40,Intermediate_High,LetItGo,30,81,30,12.199792332014397,within_retreat_threshold,cliff_erosion_ongoing,mid_term,FALSE,0,30,30,0,30,30,30,30,0,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,6745-6747 Del Playa Dr,2600000,1492400,1107600,7.6,34.409459,-119.8644572,130000,3168889.8249225942,4276489.824922594,2600000,TRUE,2600000,0,0,3168889.8249225942,1107600,-1676489.8249225942,profit
41,Intermediate_High,LetItGo,1,81,1,0.6619785754673739,immediate_hazard,cliff_immediate_safety,immediate,FALSE,0,1,1,0,1,1,1,1,0,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,6743 Del Playa Dr,2004412,1150532.488,853879.512,7.4,34.409356,-119.864426,100220.6,100220.6,954100.112,954100.112,FALSE,2004412,52.400000000000006,1050311.888,100220.6,853879.512,0,break_even
42,Intermediate_High,LetItGo,43,81,43,20.178966478290302,within_retreat_threshold,cliff_erosion_ongoing,mid_term,FALSE,0,43,43,0,43,43,43,43,0,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,6769 Del Playa Dr,955000,548170,406830,7.45,34.4095002,-119.8653726,47750,1527715.8894895187,1934545.8894895187,955000,TRUE,955000,0,0,1527715.8894895187,406830,-979545.8894895187,profit
43,Intermediate_High,LetItGo,40,81,40,17.273004593170487,within_retreat_threshold,cliff_erosion_ongoing,mid_term,FALSE,0,40,40,0,40,40,40,40,0,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,6823 Del Playa Dr,1423368,817013.232,606354.768,7.38,34.4094728,-119.8673071,71168.40000000001,2160998.780396214,2767353.5483962144,1423368,TRUE,1423368,0,0,2160998.780396214,606354.768,-1343985.5483962144,profit
44,Intermediate_High,LetItGo,44,81,44,19.438323900348124,within_retreat_threshold,cliff_erosion_ongoing,mid_term,FALSE,0,44,44,0,44,44,44,44,0,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,6827 Del Playa Dr,1443682,828673.468,615008.532,7.34,34.4094892,-119.8674406,72184.1,2347515.8316380032,2962524.3636380034,1443682,TRUE,1443682,0,0,2347515.8316380032,615008.532,-1518842.3636380034,profit
45,Intermediate_High,LetItGo,59,81,59,39.34462052625822,safe,cliff_planned_retreat,late,FALSE,0,59,59,0,59,59,59,59,0,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,6851 Del Playa Dr,2041350,1171734.9,869615.1,7.38,34.4096903,-119.8681638,102067.5,4037334.8250471563,4906949.925047156,2041350,TRUE,2041350,0,0,4037334.8250471563,869615.1,-2865599.9250471564,profit
46,Intermediate_High,LetItGo,56,81,56,22.455134348431997,within_retreat_threshold,cliff_erosion_ongoing,late,FALSE,0,56,56,0,56,56,56,56,0,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,6855 Del Playa Dr,1382709,793674.966,589034.034,7.3,34.409541,-119.86825,69135.45,2645915.08029208,3234949.11429208,1382709,TRUE,1382709,0,0,2645915.08029208,589034.034,-1852240.11429208,profit
47,Intermediate_High,LetItGo,47,81,47,16.85548918816727,within_retreat_threshold,cliff_erosion_ongoing,mid_term,FALSE,0,47,47,0,47,47,47,47,0,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,6865 Del Playa,1670398,958808.452,711589.548,7.24,34.4095028,-119.8686006,83519.90000000001,2844394.6249130615,3555984.1729130615,1670398,TRUE,1670398,0,0,2844394.6249130615,711589.548,-1885586.1729130615,profit
48,Intermediate_High,LetItGo,43,81,43,15.520208149986424,within_retreat_threshold,cliff_erosion_ongoing,mid_term,FALSE,0,43,43,0,43,43,43,43,0,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,6877 Del Playa Dr,1456090,835795.66,620294.34,7.18,34.4095037,-119.8689513,72804.5,2329310.816258422,2949605.156258422,1456090,TRUE,1456090,0,0,2329310.816258422,620294.34,-1493515.156258422,profit
49,Intermediate_High,LetItGo,74,81,74,24.870191369436828,within_retreat_threshold,cliff_erosion_ongoing,late,FALSE,0,74,74,0,74,74,74,74,0,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,6881 Del Playa Dr,895000,513730,381270,7.21,34.409594,-119.869113,44750,2021891.7124291789,2403161.712429179,895000,TRUE,895000,0,0,2021891.7124291789,381270,-1508161.7124291789,profit
50,Intermediate_High,LetItGo,54,81,54,19.712888055755165,within_retreat_threshold,cliff_erosion_ongoing,late,FALSE,0,54,54,0,54,54,54,54,0,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,6885 Del Playa Dr,1624135,932253.49,691881.51,7.14,34.4095563,-119.8693519,81206.75,3035751.683318264,3727633.1933182636,1624135,TRUE,1624135,0,0,3035751.683318264,691881.51,-2103498.1933182636,profit
1,High,LetItGo,29,81,29,12.38946153077234,within_retreat_threshold,cliff_erosion_ongoing,mid_term,FALSE,0,29,29,0,29,29,29,29,0,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,6547 Del Playa Dr,1600000,918400,681600,14.47,34.4091315,-119.8560443,80000,1898137.3367978043,2579737.3367978046,1600000,TRUE,1600000,0,0,1898137.3367978043,681600,-979737.3367978043,profit
2,High,LetItGo,81,81,81,83.63046686635117,safe,no_retreat_needed,no_retreat,FALSE,0,81,81,0,81,81,81,81,0,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,6749 Sabado Tarde Rd,3002000,1723148,1278852,8.49,34.410106,-119.8643772,150100,NA,NA,NA,NA,NA,NA,NA,NA,1278852,NA,NA
3,High,LetItGo,81,81,81,71.3421093692583,safe,no_retreat_needed,no_retreat,FALSE,0,81,81,0,81,81,81,81,0,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,6622 Del Playa Dr,2950000,1693300,1256700,13.93,34.4099714,-119.8596841,147500,NA,NA,NA,NA,NA,NA,NA,NA,1256700,NA,NA
4,High,LetItGo,77,81,77,65.25849304113083,safe,cliff_planned_retreat,late,FALSE,0,77,77,0,77,77,77,77,0,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,6712 Del Playa Dr,1600000,918400,681600,9.41,34.4100074,-119.8630822,80000,3693131.0611000923,4374731.061100092,1600000,TRUE,1600000,0,0,3693131.0611000923,681600,-2774731.0611000923,profit
5,High,LetItGo,81,81,81,67.76363385015492,safe,no_retreat_needed,no_retreat,FALSE,0,81,81,0,81,81,81,81,0,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,6640 Del Playa Dr,1895000,1087730,807270,13.7,34.4099598,-119.8603693,94750,NA,NA,NA,NA,NA,NA,NA,NA,807270,NA,NA
6,High,LetItGo,81,81,81,72.98533438279915,safe,no_retreat_needed,no_retreat,FALSE,0,81,81,0,81,81,81,81,0,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,6766 Del Playa Dr,2125000,1219750,905250,7.91,34.4099837,-119.8651556,106250,NA,NA,NA,NA,NA,NA,NA,NA,905250,NA,NA
7,High,LetItGo,75,81,75,43.61914778478731,safe,cliff_planned_retreat,late,FALSE,0,75,75,0,75,75,75,75,0,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,6891 Del Playa Dr,2298000,1319052,978948,7.35,34.4097721,-119.8693567,114900,5229584.3769846205,6208532.3769846205,2298000,TRUE,2298000,0,0,5229584.3769846205,978948,-3910532.3769846205,profit
8,High,LetItGo,1,81,1,5.610548296895989,immediate_hazard,cliff_immediate_safety,immediate,FALSE,0,1,1,0,1,1,1,1,0,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,6565 Del Playa Dr,1540000,883960,656040,15.07,34.409139,-119.857151,77000,77000,733040,733040,FALSE,1540000,52.400000000000006,806960,77000,656040,0,break_even
9,High,LetItGo,1,81,1,6.408323993661659,immediate_hazard,cliff_immediate_safety,immediate,FALSE,0,1,1,0,1,1,1,1,0,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,6767 Del Playa Dr,1450000,832300,617700,7.3,34.4093815,-119.8652094,72500,72500,690200,690200,FALSE,1450000,52.400000000000006,759800,72500,617700,0,break_even
10,High,LetItGo,26,81,26,12.432240965792156,within_retreat_threshold,cliff_erosion_ongoing,mid_term,FALSE,0,26,26,0,26,26,26,26,0,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,6697 Del Playa Dr,2650000,1521100,1128900,8.81,34.4095986,-119.8624224,132500,2877848.4837839515,4006748.4837839515,2650000,TRUE,2650000,0,0,2877848.4837839515,1128900,-1356748.4837839515,profit
11,High,LetItGo,23,81,23,10.613495080613488,within_retreat_threshold,cliff_erosion_ongoing,early,FALSE,0,23,23,0,23,23,23,23,0,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,6587 Del Playa Dr,1410000,809340,600660,14.44,34.4093431,-119.858072,70500,1383268.1179822641,1983928.1179822641,1410000,TRUE,1410000,0,0,1383268.1179822641,600660,-573928.1179822641,profit
12,High,LetItGo,43,81,43,36.95890946140256,safe,cliff_planned_retreat,mid_term,FALSE,0,43,43,0,43,43,43,43,0,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,6595 Del Playa Dr,2500000,1435000,1065000,14.19,34.4095858,-119.8583018,125000,3999256.255208164,5064256.255208164,2500000,TRUE,2500000,0,0,3999256.255208164,1065000,-2564256.255208164,profit
13,High,LetItGo,52,81,52,16.927285370256303,within_retreat_threshold,cliff_erosion_ongoing,late,FALSE,0,52,52,0,52,52,52,52,0,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,6533 Del Playa Dr,1292103,741667.122,550435.878,15.49,34.4090362,-119.8553824,64605.15,2355999.4829516043,2906435.3609516043,1292103,TRUE,1292103,0,0,2355999.4829516043,550435.878,-1614332.3609516043,profit
14,High,LetItGo,37,81,37,13.428526308171046,within_retreat_threshold,cliff_erosion_ongoing,mid_term,FALSE,0,37,37,0,37,37,37,37,0,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,6519 Del Playa Dr,1413245,811202.63,602042.37,15.98,34.4088608,-119.8546365,70662.25,2025228.4399444067,2627270.8099444066,1413245,TRUE,1413245,0,0,2025228.4399444067,602042.37,-1214025.8099444066,profit
15,High,LetItGo,43,81,43,15.399011212267828,within_retreat_threshold,cliff_erosion_ongoing,mid_term,FALSE,0,43,43,0,43,43,43,43,0,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,6525 Del Playa Dr,2373500,1362389,1011111,15.77,34.4089332,-119.854919,118675,3796893.888694631,4808004.888694631,2373500,TRUE,2373500,0,0,3796893.888694631,1011111,-2434504.888694631,profit
16,High,LetItGo,81,81,81,24.82136087522993,within_retreat_threshold,no_retreat_needed,no_retreat,FALSE,0,81,81,0,81,81,81,81,0,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,6517 Del Playa Dr,1746722,1002618.4280000001,744103.5719999999,16.31,34.408951,-119.8545574,87336.1,NA,NA,NA,NA,NA,NA,NA,NA,744103.5719999999,NA,NA
17,High,LetItGo,55,81,55,18.009852763624362,within_retreat_threshold,cliff_erosion_ongoing,late,FALSE,0,55,55,0,55,55,55,55,0,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,6515 Del Playa Dr,1742964,1000461.336,742502.664,16.28,34.4088722,-119.854475,87148.20000000001,3296863.3627939005,4039366.0267939004,1742964,TRUE,1742964,0,0,3296863.3627939005,742502.664,-2296402.0267939004,profit
18,High,LetItGo,63,81,63,19.520708391059312,within_retreat_threshold,cliff_erosion_ongoing,late,FALSE,0,63,63,0,63,63,63,63,0,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,6513 Del Playa Dr,1860913,1068164.062,792748.938,16.34,34.4088681,-119.8543878,93045.65000000001,3831694.6833291566,4624443.621329157,1860913,TRUE,1860913,0,0,3831694.6833291566,792748.938,-2763530.6213291567,profit
19,High,LetItGo,29,81,29,12.91164170284407,within_retreat_threshold,cliff_erosion_ongoing,mid_term,FALSE,0,29,29,0,29,29,29,29,0,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,6551 Del Playa Dr,2160000,1239840,920160,13.68,34.4092064,-119.8563741,108000,2562485.404677036,3482645.404677036,2160000,TRUE,2160000,0,0,2562485.404677036,920160,-1322645.4046770362,profit
20,High,LetItGo,1,81,1,9.35518769552196,immediate_hazard,cliff_immediate_safety,immediate,FALSE,0,1,1,0,1,1,1,1,0,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,6553 Del Playa Dr,1025000,588350,436650,13.85,34.4091905,-119.856455,51250,51250,487900,487900,FALSE,1025000,52.400000000000006,537100,51250,436650,0,break_even
21,High,LetItGo,1,81,1,5.942582042202202,immediate_hazard,cliff_immediate_safety,immediate,FALSE,0,1,1,0,1,1,1,1,0,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,6563 Del Playa Dr,930731,534239.594,396491.406,14.77,34.409129,-119.857067,46536.55,46536.55,443027.956,443027.956,FALSE,930731,52.400000000000006,487703.044,46536.55,396491.406,0,break_even
22,High,LetItGo,1,81,1,5.269315090298871,immediate_hazard,cliff_immediate_safety,immediate,FALSE,0,1,1,0,1,1,1,1,0,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,6567 Del Playa Dr,2131710,1223601.54,908108.46,15.3,34.409149,-119.857234,106585.5,106585.5,1014693.96,1014693.96,FALSE,2131710,52.400000000000006,1117016.04,106585.5,908108.46,0,break_even
23,High,LetItGo,28,81,28,12.905084114443609,within_retreat_threshold,cliff_erosion_ongoing,mid_term,FALSE,0,28,28,0,28,28,28,28,0,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,6569 Del Playa Dr,2227123,1278368.602,948754.3979999999,14.92,34.4093175,-119.857281,111356.15000000001,2568721.070087659,3517475.468087659,2227123,TRUE,2227123,0,0,2568721.070087659,948754.3979999999,-1290352.4680876592,profit
24,High,LetItGo,1,81,1,4.476292977583279,immediate_hazard,cliff_immediate_safety,immediate,FALSE,0,1,1,0,1,1,1,1,0,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,6571 Del Playa Dr,1350000,774900,575100,15.62,34.409171,-119.857412,67500,67500,642600,642600,FALSE,1350000,52.400000000000006,707400,67500,575100,0,break_even
25,High,LetItGo,28,81,28,12.938071890466729,within_retreat_threshold,cliff_erosion_ongoing,mid_term,FALSE,0,28,28,0,28,28,28,28,0,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,6581 Del Playa Dr,1355540,729178.3834820775,626361.6165179225,14.62,34.4093587,-119.8578364,67777,1563453.908628587,2189815.5251465095,1355540,TRUE,1355540,0,0,1563453.908628587,626361.6165179225,-834275.5251465094,profit
26,High,LetItGo,35,81,35,17.108857866280935,within_retreat_threshold,cliff_erosion_ongoing,mid_term,FALSE,0,35,35,0,35,35,35,35,0,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,6583 Del Playa,2006072,1151485.328,854586.672,14.52,34.4093978,-119.8579026,100303.6,2756516.3021854344,3611102.974185434,2006072,TRUE,2006072,0,0,2756516.3021854344,854586.672,-1605030.9741854344,profit
